movieCd,movieNm,openDt,audiAcc,salesAcc,rank,rankOldAndNew,genres,directors,actors,showTm,watchGradeNm,nations
20158461,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,52457,380284500,5,OLD,"애니메이션,코미디,어드벤처",타카하시 와타루,김연우,96,전체관람가,일본
20156321,약장수,2015-04-23,27559,208194400,7,OLD,드라마,조치언,"김인권,박철민,이주실,박혜진,장소연",104,15세이상관람가,한국
20157021,"땡큐, 대디",2015-04-23,23487,170357061,9,OLD,드라마,닐스 타베니어,"자크 검블린,알렉산드라 라미",89,전체관람가,프랑스
20149266,차이나타운,2015-04-29,624364,5061785154,2,OLD,"범죄,드라마",한준희,"김혜수,김고은,엄태구,박보검,고경표",109,청소년관람불가,한국
20143512,위험한 상견례 2,2015-04-29,211159,1609844654,3,OLD,"멜로/로맨스,코미디",김진영,"진세연,홍종현,김응수,신정근,박은혜",118,15세이상관람가,한국
20100211,다이노 타임,2015-04-30,78134,590284500,5,OLD,"애니메이션,어드벤처,코미디","존 카프카,최윤석","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더",85,전체관람가,"한국,미국"
20158069,노아의 방주: 남겨진 녀석들,2015-04-30,75576,558978200,7,OLD,애니메이션,토비 젠켈,"김하영,배진홍,윤세웅",86,전체관람가,"독일,벨기에,룩셈부르크,아일랜드"
20158428,빌리와 용감한 녀석들 3,2015-04-30,39480,286386700,8,OLD,"애니메이션,어드벤처",척 파워스,"엄상현,조현정",80,전체관람가,미국
20145042,스틸 앨리스,2015-04-29,37655,289746446,9,OLD,드라마,"리처드 글랫저,워시 웨스트모어랜드","줄리안 무어,알렉 볼드윈,크리스틴 스튜어트,케이트 보스워스",101,12세이상관람가,미국
20158704,언프렌디드: 친구삭제,2015-05-07,146335,1096556541,5,OLD,,,,,,
20149062,연애의 맛,2015-05-07,126184,1040228653,7,OLD,,,,,,
20149569,악의 연대기,2015-05-14,860266,6934206896,1,OLD,,,,,,
20144741,매드 맥스: 분노의 도로,2015-05-14,802101,7148742017,2,NEW,,,,,,
20158670,위아영,2015-05-14,29660,240789487,9,OLD,,,,,,
20071066,말할 수 없는 비밀,2008-01-10,145157,1013931200,10,OLD,,,,,,
20158621,스파이,2015-05-21,649349,5231005177,3,OLD,,,,,,
20142402,간신,2015-05-21,485137,3980615210,4,OLD,,,,,,
20140145,홈,2015-05-21,144154,1084368991,6,OLD,,,,,,
20130566,무뢰한,2015-05-27,272044,2144811131,5,OLD,,,,,,
20159748,투모로우랜드,2015-05-27,214089,1689497900,6,OLD,,,,,,
20159141,피치 퍼펙트: 언프리티 걸즈,2015-05-28,56590,446309297,9,OLD,,,,,,
20159655,사이코패스,2015-05-28,16595,134494000,10,OLD,,,,,,
20144682,샌 안드레아스,2015-06-03,923450,8055470069,1,OLD,,,,,,
20136869,은밀한 유혹,2015-06-04,95892,761576047,7,OLD,,,,,,
20159573,령 : 저주받은 사진,2015-06-04,28162,214309853,9,OLD,,,,,,
20098169,쥬라기 월드,2015-06-11,1808930,16027478183,1,NEW,,,,,,
20140207,꼬마 유령,2015-06-11,10595,74880900,9,OLD,,,,,,
20148855,극비수사,2015-06-18,1169800,9477136547,2,OLD,,,,,,
20141224,경성학교: 사라진 소녀들,2015-06-18,258027,2020798900,3,OLD,,,,,,
20156970,심야식당,2015-06-18,40903,332917674,7,OLD,,,,,,
20136057,소수의견,2015-06-24,10370,69579000,9,NEW,,,,,,
20134798,연평해전,2015-06-24,1438287,11114490659,1,OLD,,,,,,
20142856,나의 절친 악당들,2015-06-25,96765,774257464,5,OLD,,,,,,
20156749,19곰 테드 2,2015-06-25,89840,736533500,6,OLD,,,,,,
20141384,터미네이터 제니시스,2015-07-02,1493216,12538477424,2,NEW,,,,,,
20150255,리틀드래곤 코코넛,2015-07-02,29257,219166000,8,OLD,,,,,,
20159001,라자루스,2015-07-02,17102,136174000,10,OLD,,,,,,
20151225,인사이드 아웃,2015-07-09,750015,5888447405,3,OLD,,,,,,
20148844,손님,2015-07-09,589783,4568404980,4,OLD,,,,,,
20150741,인시디어스 3,2015-07-09,236638,1830946220,6,OLD,,,,,,
20151002,우먼 인 골드,2015-07-09,54014,419415400,8,OLD,,,,,,
20150522,러덜리스,2015-07-09,26733,213484820,10,OLD,,,,,,
20158241,픽셀,2015-07-16,469770,3799304009,3,NEW,,,,,,
20141060,쓰리 썸머 나잇,2015-07-15,62162,497276346,8,OLD,,,,,,
20156301,다크 플레이스,2015-07-15,51192,414500354,9,OLD,,,,,,
20148851,암살,2015-07-22,3370006,26692706686,1,OLD,,,,,,
20150501,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,276961,1977215600,4,OLD,,,,,,
20157881,미션 임파서블: 로그네이션,2015-07-30,2462604,19737546184,2,OLD,,,,,,
20145361,미니언즈,2015-07-29,1024155,7499449278,3,OLD,,,,,,
20140241,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,30095,212553400,8,OLD,,,,,,
20148048,베테랑,2015-08-05,2761634,21781265923,1,OLD,,,,,,
20151964,명탐정 코난 : 화염의 해바라기,2015-08-05,263696,1846920600,6,OLD,,,,,,
20152372,아마조니아,2015-08-05,17319,125853000,9,OLD,,,,,,
20130021,"협녀, 칼의 기억",2015-08-13,333371,2623580189,5,OLD,,,,,,
20143513,미쓰 와이프,2015-08-13,328382,2485927211,6,OLD,,,,,,
20158062,숀더쉽,2015-08-13,60188,436218300,9,OLD,,,,,,
20143572,뷰티 인사이드,2015-08-20,28239,253882000,10,OLD,,,,,,
20157531,판타스틱 4,2015-08-20,300066,2302191800,5,OLD,,,,,,
20158481,퇴마: 무녀굴,2015-08-20,90057,719331000,9,OLD,,,,,,
20155826,치외법권,2015-08-27,253676,1979584405,4,OLD,,,,,,
20152866,아메리칸 울트라,2015-08-27,123541,1010683095,7,OLD,,,,,,
20155702,앤트맨,2015-09-03,1314502,11134819200,1,OLD,,,,,,
20143511,오피스,2015-09-03,267118,2124134749,5,OLD,,,,,,
20152869,갤로우즈,2015-09-03,66033,512797906,8,OLD,,,,,,
20153385,히트맨: 에이전트 47,2015-09-03,44917,356731600,9,OLD,,,,,,
20143510,함정,2015-09-10,200762,1644545700,4,OLD,,,,,,
20151521,셀프/리스,2015-09-10,90048,715552364,7,OLD,,,,,,
20154162,스트레이트 아웃 오브 컴턴,2015-09-10,26255,224148400,9,OLD,,,,,,
20148846,사도,2015-09-16,1810510,14366000479,1,OLD,,,,,,
20150622,메이즈 러너: 스코치 트라이얼,2015-09-16,1078272,8569219497,2,OLD,,,,,,
20153470,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,49952,359113500,6,OLD,,,,,,
20156557,탐정 : 더 비기닝,2015-09-24,22841,192369000,10,OLD,,,,,,
20152022,인턴,2015-09-24,391708,3240079165,4,OLD,,,,,,
20140193,서부전선,2015-09-24,294480,2349480500,5,OLD,,,,,,
20151421,에베레스트,2015-09-24,154193,1432818248,7,OLD,,,,,,
20151815,뮨: 달의 요정,2015-09-24,61784,462454700,9,OLD,,,,,,
20153022,더 매직: 리틀톰과 도둑공주,2015-09-24,26190,195239300,10,OLD,,,,,,
20151383,마션,2015-10-08,1814925,14889929061,1,OLD,,,,,,
20142855,성난 변호사,2015-10-08,556305,4404938739,3,OLD,,,,,,
20150562,팬,2015-10-08,144820,1128565092,6,OLD,,,,,,
20153201,트랜스포터: 리퓰드,2015-10-15,115086,914699215,6,OLD,,,,,,
20155639,더 비지트,2015-10-15,38395,299883881,7,OLD,,,,,,
20156553,비밀,2015-10-15,37750,282541100,8,OLD,,,,,,
20155562,아델라인 : 멈춰진 시간,2015-10-15,24266,192255119,10,OLD,,,,,,
20157464,더 폰,2015-10-22,729024,5781152075,2,OLD,,,,,,
20145504,특종: 량첸살인기,2015-10-22,401536,3151006025,3,OLD,,,,,,
20145501,돌연변이,2015-10-22,76844,578444284,6,OLD,,,,,,
20157465,그놈이다,2015-10-28,628141,4876918354,2,OLD,,,,,,
20155101,하늘을 걷는 남자,2015-10-28,157192,1482367553,6,OLD,,,,,,
20152745,맨 프롬 UNCLE,2015-10-28,78767,618089753,7,NEW,,,,,,
20149961,미안해 사랑해 고마워,2015-10-28,36065,258745500,8,OLD,,,,,,
20145503,검은 사제들,2015-11-05,1604713,13026638654,1,OLD,,,,,,
20152871,스파이 브릿지,2015-11-05,158727,1258787898,5,OLD,,,,,,
20155277,더 셰프,2015-11-05,124901,1013573748,7,OLD,,,,,,
20156383,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,38915,284045200,10,OLD,,,,,,
20157432,007 스펙터,2015-11-11,1185137,9418687080,2,OLD,,,,,,
20156360,개구리왕국,2015-11-12,24821,176544400,10,OLD,,,,,,
20149314,내부자들,2015-11-19,1605806,13163504560,1,OLD,,,,,,
20151481,헝거게임: 더 파이널,2015-11-18,438644,3368599363,4,OLD,,,,,,
20155690,프리덤,2015-11-19,35221,258880300,6,OLD,,,,,,
20156748,열정같은소리하고있네,2015-11-25,340996,2510984984,3,OLD,,,,,,
20140144,도리화가,2015-11-25,228253,1635523239,5,OLD,,,,,,
20157175,괴물의 아이,2015-11-25,108868,809726116,7,OLD,,,,,,
20157883,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,50147,369865400,8,OLD,,,,,,
20156570,크림슨 피크,2015-11-25,31888,260040800,10,OLD,,,,,,
20144683,하트 오브 더 씨,2015-12-03,338954,2992440300,2,NEW,,,,,,
20157501,극적인 하룻밤,2015-12-03,180126,1492094782,5,OLD,,,,,,
20153083,사우스포,2015-12-03,64836,506117748,9,OLD,,,,,,
20155423,시카리오: 암살자의 도시,2015-12-03,52082,422790152,10,OLD,,,,,,
20156807,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,161861,1214701300,4,OLD,,,,,,
20155202,레전드,2015-12-10,144025,1162641830,5,OLD,,,,,,
20157096,보루토 - 나루토 더 무비,2015-12-10,40883,303227100,9,NEW,,,,,,
20156275,파더 앤 도터,2015-12-10,46792,363993200,10,OLD,,,,,,
20136068,히말라야,2015-12-16,1531164,11951789340,1,OLD,,,,,,
20154141,스타워즈: 깨어난 포스,2015-12-17,1071659,9382354553,2,NEW,,,,,,
20145171,대호,2015-12-16,738722,5694035334,3,OLD,,,,,,
20154242,몬스터 호텔 2,2015-12-24,663624,4976059800,4,OLD,,,,,,
20155563,어린왕자,2015-12-23,314057,2386380100,6,OLD,,,,,,
20153702,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,165058,1187585200,7,OLD,,,,,,
20150752,스누피: 더 피너츠 무비,2015-12-24,117886,917790500,8,OLD,,,,,,
20150025,내부자들: 디 오리지널,2015-12-31,831433,6888490724,2,OLD,,,,,,
20157042,셜록: 유령신부,2016-01-02,665162,5270977600,3,NEW,,,,,,
20144442,조선마술사,2015-12-30,513287,3790383127,6,OLD,,,,,,
20157197,라스트 위치 헌터,2015-12-30,105596,809194800,10,OLD,,,,,,
20155422,굿 다이노,2016-01-07,550196,4147190400,3,OLD,,,,,,
20142641,나를 잊지 말아요,2016-01-07,301956,2453793400,5,OLD,,,,,,
20153087,포인트 브레이크,2016-01-07,187475,1497061751,6,OLD,,,,,,
20150024,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,100983,739268800,9,OLD,,,,,,
20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,821953,6673566388,1,OLD,,,,,,
20068576,그날의 분위기,2016-01-14,355331,2862357012,4,OLD,,,,,,
20157158,구스범스,2016-01-14,182577,1376954312,6,OLD,,,,,,
20158483,오빠생각,2016-01-21,502090,3923694431,2,OLD,,,,,,
20159199,빅쇼트,2016-01-21,171895,1442189307,6,OLD,,,,,,
20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,68553,460481700,9,OLD,,,,,,
20150461,스티브 잡스,2016-01-21,42317,336402107,10,NEW,,,,,,
20151803,쿵푸팬더3,2016-01-28,1602030,12650509520,1,OLD,,,,,,
20157466,"로봇, 소리",2016-01-27,298761,2193439845,4,OLD,,,,,,
20145507,검사외전,2016-02-03,3336512,26494381051,1,OLD,,,,,,
20159059,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,82078,597833700,3,NEW,,,,,,
20150942,캐롤,2016-02-04,66403,559254400,7,OLD,,,,,,
20159657,최강전사 미니특공대: 영웅의 탄생,2016-02-04,37617,283245500,9,OLD,,,,,,
20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,101425,753568300,5,OLD,,,,,,
20153781,데드풀,2016-02-17,88585,795486300,6,NEW,,,,,,
20150903,번개맨,2016-02-11,53366,406290100,10,OLD,,,,,,
20150977,좋아해줘,2016-02-17,478003,3750796937,3,OLD,,,,,,
20155501,주토피아,2016-02-17,420826,3220130200,4,OLD,,,,,,
20158482,동주,2016-02-17,230414,1777868463,5,OLD,,,,,,
20155020,대니쉬 걸,2016-02-17,53132,432813984,8,OLD,,,,,,
20151111,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,22234,154614700,10,NEW,,,,,,
20161364,귀향,2016-02-24,1109948,8339623906,1,OLD,,,,,,
20151021,순정,2016-02-24,182958,1307814933,7,OLD,,,,,,
20145502,남과 여,2016-02-25,123381,1010781233,8,OLD,,,,,,
20150565,스포트라이트,2016-02-24,97960,747047587,9,OLD,,,,,,
20161745,제 5침공,2016-02-25,87122,670085400,10,OLD,,,,,,
20159162,갓 오브 이집트,2016-03-03,502287,4261839286,3,OLD,,,,,,
20161630,13시간,2016-03-03,96884,788228314,8,OLD,,,,,,
20151884,런던 해즈 폴른,2016-03-10,310751,2555876683,3,OLD,,,,,,
20145396,널 기다리며,2016-03-10,303148,2548363660,4,OLD,,,,,,
20158529,조이,2016-03-10,104458,854822300,8,OLD,,,,,,
20161968,오 마이 그랜파,2016-03-17,56754,462892632,7,OLD,,,,,,
20161881,부활,2016-03-17,34051,245736100,10,OLD,,,,,,
20152781,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,1386658,11863328637,1,NEW,,,,,,
20159643,글로리데이,2016-03-24,112242,898274068,3,OLD,,,,,,
20162381,일사각오,2016-03-17,38359,286797300,9,OLD,,,,,,
20150902,대배우,2016-03-30,128693,956519228,3,OLD,,,,,,
20162161,미스컨덕트,2016-03-30,112422,863471438,4,OLD,,,,,,
20162001,포레스트: 죽음의 숲,2016-03-30,40136,311120862,8,OLD,,,,,,
20161905,나의 그리스식 웨딩 2,2016-03-30,29922,226457300,9,OLD,,,,,,
20161594,마음이 외치고 싶어해,2016-03-30,32635,264556000,10,OLD,,,,,,
20152782,"날, 보러와요",2016-04-07,355369,2993579423,1,OLD,,,,,,
20162065,클로버필드 10번지,2016-04-07,236569,1952923320,3,OLD,,,,,,
20161964,독수리 에디,2016-04-07,140454,1130296020,5,OLD,,,,,,
20161870,트럼보,2016-04-07,33339,262205800,8,OLD,,,,,,
19960126,비포 선라이즈,1996-03-30,21832,180057900,9,OLD,,,,,,
20142621,시간이탈자,2016-04-13,546820,4533885435,1,OLD,,,,,,
20158984,헌츠맨: 윈터스 워,2016-04-13,303967,2453524458,4,NEW,,,,,,
20145506,해어화,2016-04-13,243404,1923199607,5,OLD,,,,,,
19990140,인생은 아름다워,1999-03-06,38120,312062600,9,OLD,,,,,,
20162431,극장판 프랭키와 친구들: 생명의 나무,2016-04-13,28654,225958700,10,OLD,,,,,,
20159641,위대한 소원,2016-04-21,202973,1646693148,2,OLD,,,,,,
20162621,파라노말 액티비티: 더 고스트 디멘션,2016-04-21,45091,376898800,7,OLD,,,,,,
20162321,트리플 9,2016-04-20,39613,309673300,9,OLD,,,,,,
20159364,캡틴 아메리카: 시빌 워,2016-04-27,3934515,32780610498,1,OLD,,,,,,
20070458,냉정과 열정사이,2003-10-10,38139,307308500,8,OLD,,,,,,
20162299,시크릿 인 데어 아이즈,2016-04-27,15633,118847400,9,OLD,,,,,,
20142406,탐정 홍길동: 사라진 마을,2016-05-04,793291,6523827927,2,OLD,,,,,,
20162704,극장판 안녕 자두야,2016-05-04,213743,1641863500,3,OLD,,,,,,
20162300,매직브러시,2016-05-04,148561,1127794400,4,OLD,,,,,,
20162542,다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,90756,699820500,6,OLD,,,,,,
20162461,다이노X 탐험대,2016-05-04,75546,586758100,7,OLD,,,,,,
20140194,곡성,2016-05-12,2319396,19160332382,1,OLD,,,,,,
20162627,다이버전트 시리즈: 얼리전트,2016-05-12,76122,615811045,4,OLD,,,,,,
20143509,엽기적인 그녀 2,2016-05-12,56691,452556300,5,OLD,,,,,,
20163137,나의 소녀시대,2016-05-12,46544,393532800,7,OLD,,,,,,
20156207,앵그리버드 더 무비,2016-05-19,260113,2007594544,3,OLD,,,,,,
20156559,계춘할망,2016-05-19,212695,1667943148,4,OLD,,,,,,
20163018,싱 스트리트,2016-05-19,171359,1438359752,6,OLD,,,,,,
20163182,하드코어 헨리,2016-05-19,37827,331553756,8,OLD,,,,,,
20150523,엑스맨: 아포칼립스,2016-05-25,1643413,13598968320,1,OLD,,,,,,
20162569,오베라는 남자,2016-05-25,44179,353429888,9,OLD,,,,,,
20163322,동급생,2016-05-19,19788,143589500,10,OLD,,,,,,
20144444,아가씨,2016-06-01,1825314,15147163710,1,OLD,,,,,,
20163215,미 비포 유,2016-06-01,240843,1973335982,4,OLD,,,,,,
20158242,무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,70661,567227700,7,OLD,,,,,,
20162925,더 보이,2016-06-01,38814,310636900,10,NEW,,,,,,
20162967,정글북,2016-06-09,847460,7350360669,2,OLD,,,,,,
20158150,워크래프트: 전쟁의 서막,2016-06-09,671900,5958291489,3,NEW,,,,,,
20162941,컨저링 2,2016-06-09,561084,4603863189,4,NEW,,,,,,
20159645,특별수사: 사형수의 편지,2016-06-16,537876,4400428544,4,OLD,,,,,,
20150385,닌자터틀 : 어둠의 히어로,2016-06-16,178591,1487683000,6,OLD,,,,,,
20163164,본 투 비 블루,2016-06-09,49161,419682700,10,OLD,,,,,,
20150782,인디펜던스 데이 : 리써전스,2016-06-22,986517,8624976440,1,NEW,,,,,,
20140704,비밀은 없다,2016-06-23,193706,1599899339,6,OLD,,,,,,
20163202,크리미널,2016-06-22,74159,603314681,9,OLD,,,,,,
20150972,굿바이 싱글,2016-06-29,908954,7335486715,1,OLD,,,,,,
20163661,레전드 오브 타잔,2016-06-29,552146,4697535517,2,NEW,,,,,,
20154906,사냥,2016-06-29,533586,4048738215,3,OLD,,,,,,
20159644,봉이 김선달,2016-07-06,1048515,8461913942,1,OLD,,,,,,
20159058,도리를 찾아서,2016-07-06,1015002,8432301298,2,OLD,,,,,,
20150203,나우 유 씨 미 2,2016-07-13,197969,1722831300,5,NEW,,,,,,
20156564,부산행,2016-07-20,560848,4878987100,4,NEW,,,,,,
20165201,언더 워터,2016-07-13,216400,1788304691,6,OLD,,,,,,
20158982,트릭,2016-07-13,30622,239293500,8,OLD,,,,,,
20163961,데몰리션,2016-07-13,25229,207950121,10,OLD,,,,,,
20161286,아이스 에이지: 지구 대충돌,2016-07-20,243025,1888164200,4,OLD,,,,,,
20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,138629,1066059920,6,OLD,,,,,,
20165130,나의 산티아고,2016-07-14,36786,288217700,9,OLD,,,,,,
20166845,BIFAN2016 판타스틱 단편 걸작선 1, ,21500,129000000,10,NEW,,,,,,
20156250,인천상륙작전,2016-07-27,2626571,20615779407,2,OLD,,,,,,
20161907,제이슨 본,2016-07-27,1544267,12699549403,3,OLD,,,,,,
20165561,빅,2016-07-27,115083,858616060,8,OLD,,,,,,
20150979,덕혜옹주,2016-08-03,1706465,13786811859,2,OLD,,,,,,
20152963,수어사이드 스쿼드,2016-08-03,1416968,11981242130,4,NEW,,,,,,
20156082,마이펫의 이중생활,2016-08-03,986738,7642013410,5,OLD,,,,,,
20162002,명탐정 코난: 순흑의 악몽,2016-08-03,336466,2494788100,7,OLD,,,,,,
20154910,터널,2016-08-10,2582032,21011236667,1,OLD,,,,,,
20150968,국가대표 2,2016-08-10,407063,3186039442,6,OLD,,,,,,
20165961,슈퍼 프렌즈,2016-08-10,56102,429475700,10,OLD,,,,,,
20150567,스타트렉 비욘드,2016-08-17,678401,6115826320,3,OLD,,,,,,
20148460,서울역,2016-08-17,121578,967143500,8,OLD,,,,,,
20165281,마이 리틀 자이언트,2016-08-10,100675,795867000,10,OLD,,,,,,
20163217,라이트 아웃,2016-08-24,534423,4361198275,2,OLD,,,,,,
20162404,고스트버스터즈,2016-08-25,248876,2052642175,5,OLD,,,,,,
20166901,플로렌스,2016-08-24,89966,710449600,9,OLD,,,,,,
20150901,올레,2016-08-25,50358,405224400,10,OLD,,,,,,
20167261,메카닉: 리크루트,2016-08-31,415453,3342895200,3,OLD,,,,,,
20167563,이퀄스,2016-08-31,56266,425086300,10,OLD,,,,,,
20159646,밀정,2016-09-07,2174116,17715843427,1,OLD,,,,,,
20159648,"고산자, 대동여지도",2016-09-07,300540,2386147497,2,OLD,,,,,,
20162968,거울나라의 앨리스,2016-09-07,192844,1581111867,3,OLD,,,,,,
20166541,달빛궁궐,2016-09-07,63353,490758200,7,OLD,,,,,,
20166721,장난감이 살아있다,2016-09-07,59308,458341800,8,OLD,,,,,,
20165941,로빈슨 크루소,2016-09-07,50214,386099100,9,OLD,,,,,,
20167839,벤허,2016-09-14,897428,7565434700,2,OLD,,,,,,
20163294,매그니피센트 7,2016-09-14,679695,5753794906,3,NEW,,,,,,
20167154,드림 쏭,2016-09-14,168630,1337903600,6,OLD,,,,,,
20168721,아이엠스타 뮤직어워드,2016-09-14,61382,417672800,10,OLD,,,,,,
20169122,아이 엠 어 히어로,2016-09-21,149031,1289538400,4,OLD,,,,,,
20168885,브리짓 존스의 베이비,2016-09-28,48568,426812000,7,NEW,,,,,,
20168891,설리: 허드슨강의 기적,2016-09-28,44449,411389800,8,OLD,,,,,,
20168401,카페 소사이어티,2016-09-14,94240,790550638,9,OLD,,,,,,
20153443,아수라,2016-09-28,1802691,14077307062,1,OLD,,,,,,
20164501,미스 페레그린과 이상한 아이들의 집,2016-09-28,742460,5903757192,2,OLD,,,,,,
20160143,피터와 드래곤,2016-09-28,39791,322643100,8,OLD,,,,,,
20167481,맨 인 더 다크,2016-10-05,33807,289613600,10,OLD,,,,,,
20153444,럭키,2016-10-13,142686,1240620400,7,OLD,,,,,,
20161589,죽여주는 여자,2016-10-06,43974,342166100,10,OLD,,,,,,
20168501,바스티유 데이,2016-10-13,70034,568831000,7,OLD,,,,,,
20160203,어카운턴트,2016-10-13,48715,394706228,8,NEW,,,,,,
20163041,자백,2016-10-13,58244,460699100,9,OLD,,,,,,
20156007,인페르노,2016-10-19,473052,3991686775,2,OLD,,,,,,
20151022,걷기왕,2016-10-20,62206,486939375,5,OLD,,,,,,
20163181,닥터 스트레인지,2016-10-26,2399372,20643593989,1,NEW,,,,,,
20150564,혼숨,2016-10-26,182648,1420677500,3,OLD,,,,,,
20162545,"무현, 두 도시 이야기",2016-10-26,17115,129257300,9,OLD,,,,,,
20160781,쿠보와 전설의 악기,2016-10-26,16254,111273883,10,OLD,,,,,,
20161527,로스트 인 더스트,2016-11-03,48498,389315446,6,OLD,,,,,,
20160862,선생님의 일기,2016-11-02,51217,345194700,7,OLD,,,,,,
20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,41116,322424800,9,OLD,,,,,,
20161165,무한대를 본 남자,2016-11-03,23069,182936654,10,OLD,,,,,,
20163521,스플릿,2016-11-09,439419,3629272330,2,OLD,,,,,,
20161843,위자: 저주의 시작,2016-11-09,210984,1722469706,4,NEW,,,,,,
20162504,감바의 대모험,2016-11-10,56949,437230100,5,OLD,,,,,,
20162147,세상에서 고양이가 사라진다면,2016-11-09,48438,332846300,7,OLD,,,,,,
20162365,신비한 동물사전,2016-11-16,1936408,16718524565,1,NEW,,,,,,
20154905,가려진 시간,2016-11-16,358451,2811267267,3,OLD,,,,,,
20162629,하이큐!! 끝과 시작,2016-11-16,49187,355832500,7,NEW,,,,,,
20162928,카페 6,2016-11-16,20906,141095600,10,OLD,,,,,,
20154661,형,2016-11-23,1037807,8338421514,2,OLD,,,,,,
20161162,블레어 위치,2016-11-23,38525,309986100,6,OLD,,,,,,
20163903,리틀메딕: 몸속탐험대,2016-11-24,32688,256781700,8,OLD,,,,,,
20163824,미스 사이공 : 25주년 특별 공연,2016-11-24,17347,333319500,10,OLD,,,,,,
20153741,미씽: 사라진 여자,2016-11-30,706271,5469584471,3,OLD,,,,,,
20166363,잭 리처: 네버 고 백,2016-11-30,457952,3489505358,4,OLD,,,,,,
20161605,언더월드: 블러드 워,2016-11-30,57863,457917400,5,NEW,,,,,,
20160472,두 남자,2016-11-30,49954,383746721,7,OLD,,,,,,
20144641,판도라,2016-12-07,1459251,11799350810,1,OLD,,,,,,
20167904,라라랜드,2016-12-07,563430,4915954340,2,OLD,,,,,,
20163884,아기배달부 스토크,2016-12-07,166629,1287874000,6,OLD,,,,,,
20162382,원피스 필름 골드,2016-12-08,140401,1121576200,7,NEW,,,,,,
20152371,"당신, 거기 있어줄래요",2016-12-14,11626,94566000,10,OLD,,,,,,
20155223,목숨 건 연애,2016-12-14,37650,284751000,9,OLD,,,,,,
20164388,스노우타임,2016-12-15,21676,164013200,10,OLD,,,,,,
20161725,마스터,2016-12-21,3002188,24829887409,1,OLD,,,,,,
20162025,씽,2016-12-21,567014,4533116689,4,OLD,,,,,,
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,144200,1113999600,6,OLD,,,,,,
20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,43229,337881900,8,OLD,,,,,,
20163183,로그 원: 스타워즈 스토리,2016-12-28,769938,6739961794,2,OLD,,,,,,
20162727,루돌프와 많이있어,2016-12-28,119420,926773600,7,OLD,,,,,,
20161872,너의 이름은.,2017-01-04,74181,640998500,9,OLD,,,,,,
20165543,하이큐!! 승자와 패자,2016-12-28,22733,160576500,10,OLD,,,,,,
20161084,패신저스,2017-01-04,504393,4176443418,3,OLD,,,,,,
20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,242171,1828596400,6,OLD,,,,,,
20150966,사랑하기 때문에,2017-01-04,246167,1968850940,7,OLD,,,,,,
20151181,여교사,2017-01-04,86439,718495760,10,OLD,,,,,,
20165443,모아나,2017-01-12,673220,5411585692,2,OLD,,,,,,
20168381,얼라이드,2017-01-11,337889,2822164379,4,OLD,,,,,,
20164421,어쌔신 크리드,2017-01-11,305310,2510923921,5,OLD,,,,,,
20151229,더 킹,2017-01-18,1852899,15371867429,1,OLD,,,,,,
20151228,공조,2017-01-18,1153989,9464480585,2,OLD,,,,,,
20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,276701,2056745700,5,OLD,,,,,,
20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,20174,257843500,10,NEW,,,,,,
20168688,레지던트 이블: 파멸의 날,2017-01-25,409543,3442034873,4,OLD,,,,,,
20168154,딥워터 호라이즌,2017-01-25,68381,531162743,8,OLD,,,,,,
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,61897,474362400,9,OLD,,,,,,
20179281,컨택트,2017-02-02,358342,2984127682,4,OLD,,,,,,
20167324,라이언,2017-02-01,59439,476148900,10,OLD,,,,,,
20150964,조작된 도시,2017-02-09,1072450,8823168944,1,OLD,,,,,,
20167716,트리플 엑스 리턴즈,2017-02-08,368339,3117432595,3,OLD,,,,,,
